date,day,start_time,end_time,title,location,category,paper_titles,authors,description,link
 17 July 2023,Monday,14:00,15:40,IPS 153 - Democracy Dies in Darkness without official data,IPS Room 106,Category: IPS,Democracy Dies in Darkness without official data;Shining a light on official statistics;The Critical Role of Sub-National Statistics Offices in the Development of Nigeria’s Democracy: A case study of Benue State;Democracy demands data;DATA AS TODAY’S WEAPON: CRUCIAL ROLE OF VALUES;Inclusive and trusted data in today data ecosystem,"
                AC
                 Alessio Crisafulli Carpani ; Dr Luca Di Gennaro Splendore; Dr Stephen MacFeely ; Mr Kumafan Shadrach Dzaan ; Dr Andreas Georgiou ; Dr Jurate Petrauskiene ;
                FP
                 Ms Francesca Perucci ","DATA The panel discussions start with DATA explanations of the relation between the National Statics Offices (NSOs) and democracy. As data will be introduced Statistical Performance Indicators of Word Bank or Open Data Watch. And for democracy index by the Economist Intelligence Unit and for the press freedom index published by Reporters Without Borders.   THE ROLE OF OFFICIAL STATISTICS IN A DEMOCRACY After the presentations of the data, it will start the discussion.   Every day, in the news, we listen to the employment rate, the GDP, mortality rate, car accidents and etc. All these statistics are collected, produced and then disseminate by the NSOs around the world. Also, COVID data should be produced by NSO (See Georgiou (2020) or Di Gennaro (2020)) What is the NSO? Why does the NSO exist? What is its role? The NSOs should be an independent body from the State. The NSOs are an established entity and independent of the government all over the world. The methodology used by NSOs is mostly established and coordinated by the United Nations. The statistics of the NSOs help the population to better understand and to assess how the government is managing the economy and society.    DATA FOR BETTER POLICY From the economic statistics point of view, only after the Second World War, thanks to Stone and Keynes among others, Tily (2009), the United Nations Statistical Commission highlighted the need for international statistical standards for the compilation and updating of comparable statistics in support of a large array of policy needs.  The census is the pinnacle of social statistics. The word ‘Census’ has a long history all over the world. For instance, in China and other countries, they started a systematic count of the population from 1600 -1700 B.C. according to Zhu (1987). Every country has one NSO in charge of the decennial census, that is, the social statistics and the main economic statistics. Every 10 years, all over the world, the census is implemented.    THE RESPONSIBILITY OF THE NATIONAL STATISTICS OFFICES IN DEMOCRACY Nations Fundamental Principles of Official Statistics, in which it was stated that: ‘Official statistics provide an indispensable element in the information system of a democratic society, serving the government, the economy and the public with data about the economic, demographic, social and environmental situation’, United Nations, 1994. The first principle of European statistics (Eurostat) code of practice is on Professional Independence: ‘Professional independence of statistical authorities from other policy, regulatory or administrative departments and bodies, as well as from private sector operators, ensures the credibility of European Statistics’. One of the 35 chapters to enter in the European Union (1985) is fully dedicated to ‘official statistics’.   REFERENCE Di Gennaro Splendore, Luca (2020), 'COVID-19: Unprecedented Situation, Unprecedented Ofﬁcial Statistics', Journal of Ofﬁcial Statistics (JOS) Georgiou, Andreas, (2020) ‘Defeating the Pandemic Requires High Quality and Ethical Official Statistics’, JOS Tily, Geoff (2009). John Maynard Keynes and the Development of National Accounts in Britain, 1895-1941. Review of Income and Wealth Zhu, Mu (1987). The Earliest Statistical Tables in China, JOS Organiser: Dr Luca Di Gennaro Splendore Chair: Dr Luca Di Gennaro Splendore Speaker:Mr Kumafan Shdrach Dzaan Speaker:Dr Jurate Petrauskiene Speaker:Dr Stephen MacFeely Speaker:Dr Andreas Georgiou Speaker:Francesca Perucci ",https://www.isi2023.org/conferences/session/288/details/
 17 July 2023,Monday,14:00,15:40,IPS 169 - Statistical Research by Women from Around the Globe,IPS Room 212,Category: IPS,"Estimating Sex Disparities in Post-natal Survival using Bayesian Methods;On the robustness of machine learning methods for genomic prediction;edibble R-package: A cognitive, computational framework for constructing experimental designs;Coupled Markov switching count models for monitoring the spread of infectious diseases","
                FC
                 Dr Fengqing Chao ;
                VM
                 Dr Vanda Marisa da Rosa Milheiro Lourenco ;
                ET
                 Dr Emi Tanaka ; Prof. Alexandra Schmidt ","The Caucus for Women in Statistics (CWS) is an international, professional statistical society for the education, employment and advancement of women in statistics. Our mission is to advance the careers of women statisticians through advocacy, providing resources and learning opportunities, increasing their professional participation and visibility, and promoting and assessing research that impacts women statisticians. This CWS session intends to showcase women and their contributions to the field of statistics and its applications. It is a session that comprises women from all over the world and who work in diverse areas of statistical applications. The session offers latest topics in statistical research and applications that are likely to have broad appeal to the audience such as machine learning in genomics, tools for experimental designs, infectious disease modeling, and Bayesian survival analysis in neonatal epidemiology. The speakers, tentative talk titles and short bios follow below. Vanda Inácio from the School of Mathematics of the University of Edinburgh will be chairing this session. We are looking forward to be part of the ISI 2023 program, Best regards, Vanda Lourenço ------------------------------------------------------------------------------------------------------------------ STATISTICAL RESEARCH BY WOMEN FROM ALL OVER THE WORLD ------------------------------------------------------------------------------------------------------------------ Asia: Fengqing Chao (Kaust; fengqing.chao@kaust.edu.sa) Title: Estimating and projecting the disparities in pre- and post-natal survival using Bayesian methods Short-Bio: Dr. Chao is a currently a Research Scientist in the Biostatistics Research Group at King Abdullah University of Science and Technology. Dr. Chao received her Ph.D. in 2017 from the Saw Swee Hock School of Public Health, National University of Singapore. Her Ph.D. dissertation is “Bayesian Methods for Estimating Global Health Indicators”. She has been actively collaborating with United Nations Population Division and UNICEF since 2012. She develops complex statistical models for sparse and noisy data for population indicators (e.g. sex ratio at birth, under-5 child mortality rate) across countries over time. She has several publications in PNAS, Lancet Global Health, and Annals of Applied Statistics. Australia: Emi Tanaka (Monash University; emi.tanaka@monash.edu) Title: edibble R-package: A cognitive, computational framework for constructing experimental designs Short-Bio: Dr. Emi Tanaka is a senior lecturer (equivalent to associate professor in the USA system) in statistics at Monash University whose primary interest is to develop impactful statistical methods and tools that can readily be used by practitioners. Her research area includes data visualisation, mixed models and experimental designs, motivated primarily by problems in bioinformatics and agricultural sciences. She is currently the President of the Statistical Society of Australia Victorian Branch and the recipient of the Distinguished Presenter's Award from the Statistical Society of Australia for her delivery of a wide-range of R workshops. Europe: Vanda Lourenço (NOVA University of Lisbon; vmml@fct.unl.pt) Title: On the robustness of machine learning methods for genomic prediction Short-Bio: Vanda Lourenço is an Assistant Professor at the Department of Mathematics of the NOVA School of Science and Technology of the NOVA University of Lisbon. Her main research interests are robust, non-parametric and computational statistics with an emphasis on genetic/genomic association studies and prediction of quantitative traits. She has been mostly working with problems coming from plant breeding but is also interested in the application of the aforementioned statistical tools to both animal and human studies. She is affiliated with several statistical societies, in particular the Portuguese Statistical Society (SPE), where she is at present the President of the Supervisory Board, and the Caucus for Women in Statistics (CWS), where she is currently the ‘Portuguese Country Representative for CWS’ and a member of the CWS Nominations Committee. North-America: Alexandra Schmidt (McGill University; alexandra.schmidt@mcgill.ca) Title: Recent developments on the modelling of vector-borne diseases Short-Bio: Alexandra M. Schmidt is Professor of Biostatistics and holds the endowed University Chair in the Department of Epidemiology, Biostatistics and Occupational Health (EBOH) at McGill University. Currently, she is the Program Director of the Biostatistics Graduate Program. She is an Elected Fellow of the American Statistical Association (2020) and an Elected Member of the International Statistical Institute (2010). She was awarded the Distinguished Achievement Medal (2017) from the American Statistical Association’s Section on Statistics and the Environment and the Abdel El-Shaarawi Young Investigator Award (2008), from The International Environmetrics Society. She was the 2015 President of the International Society for Bayesian Analysis.   Chair: Wendy Lou (Professor of Biostatistics and Statistics at Dalla Lana School of Public Health, University of Toronto) Short-Bio: Vanda Inacio is a Lecturer in Statistics at the School of Mathematics of the University of Edinburgh since 2016. Previously, she was an Assistant Professor at PUC Chile (2012–2016). Vanda received a PhD in Statistics from Universidade de Lisboa and a BSc in Applied Mathematics from Universidade Nova de Lisboa. Her main research interests are Bayesian (nonparametric) statistics, computational statistics, and biostatistics, with an emphasis on the statistical evaluation of medical tests. Vanda’s work has been published in some of the top-tier journals in the field, like Annals of Applied Statistics, Bayesian Analysis, Biostatistics, Biometrics, Statistics in Medicine, and Statistical Science. Vanda is also a co-author of the R package ROCnReg, the only package integrating both frequentist and Bayesian methods for estimation of ROC curves (with and without covariates).  This CWS session intends to showcase women from all over the world (Asia, Australia, Europe and North America) and their contributions to the field of statistics and its applications.  It is a session that comprises women from all over the world and who work in diverse areas of statistical applications.  The session offers latest topics in statistical research and applications that are likely to have broad appeal to the audience such as machine learning in genomics, tools for experimental designs, infectious disease modeling, and Bayesian survival analysis in neonatal epidemiology. Organiser: Dr Vanda Marisa da Rosa Milheiro Lourenco  Chair: Wendy Lou Speaker: Emi Tanaka  Speaker: Prof. Alexandra Schmidt  Speaker: Dr Vanda Marisa da Rosa Milheiro Lourenco  Speaker: Dr Fengqing Chao ",https://www.isi2023.org/conferences/session/392/details/
 17 July 2023,Monday,14:00,15:40,IPS 177 - Data Stewardship - a new field of work for national statistics offices,IPS Room 105,Category: IPS,Beyond Data Stewardship;Changing role of statistical offices in the national data ecosystems;Partnering to deliver a healthy and trusted data ecosystem for Canadians;Data Stewardship: Implementation in Switzerland," Mr Urmet Lee ;
                TL
                 Ms Tiina Luige ;
                TD
                 Mr Tom Dufour ;
                GU
                 Dr Georges-Simon Ulrich ","In the first part of the session, the Swiss Federal Statistical Office (FSO) will provide a short overview of the topic of Data Stewardship in the context of administrative and statistical data and will present its specific data stewardship model, which is going to be implemented in the Swiss administration. The keynote speech will be followed by three expert talks. The session ends in a panel discus. This session is part of the “Unlocking the Power of Data Initiative"", launched by the Swiss Confederation. It belongs to the workstream ""Data Management"", and is an integral part of the efforts to bridge the gap between the data and statistical community. The history of the FSO goes back to the year 1850 when Stefano Franscini planned and conducted the first federal census. Since then, the FSO has been responsible for the census and over time became the national competence centre for official statistics. However, there was a subtle but clear trend in recent years: Many national statistical offices (NSOs) observe that they are increasingly responsible for an ever-broadening set of data management tasks within their respective public administrations. This almost immediately leads to the topic of data quality. The concept of Data Stewardship is quite common within large corporations to ensure a high degree of data quality. In short, a data steward is a person (or group of people) who is responsible for the quality of a defined part of the organisation’s data space. Nowadays, the public administrations of many countries are striving to embrace this concept too. Since NSOs typically have a deep understanding of their country’s data landscape, they are usually best suited for the role of a National Data Steward. The FSO is probably not the only NSO to promote Data Stewardship – but is certainly among those with the broadest and most consequent approach, and it has a very strong institutional backing: At its meeting of 27 September 2019, the Swiss Federal Council launched a programme called “National Data Management (NaDB)”. Besides serving as the basis for the implementation of the “Once-Only-Principle” in Switzerland, NaDB also anchors the concept of Data Stewardship throughout the entire public administration! 
The FSO’s Data Steward model covers the statistical and the administrative sphere of the Swiss data landscape. Because of the administration’s structure – which is distributed over three governmental levels - it was necessary to develop a process for an efficient collaboration between all parties involved. Therefore, Data Stewards reside not only on all institutional levels and within different topics (e.g., geography), they are also coordinated and directed by a federal entity: the Swiss Data Steward, represented by the head of FSO.
Although there is still some work ahead, the participants can learn from FSO’s experiences and therefore prepare for the challenges they might face when implementing an ambitious Data Steward approach in their countries. 
This session is organized within the framework of the “Unlocking the Power of Data Initiative”, a project launched by the Swiss Confederation to expand the dialogue on data and statistics beyond the data and statistics communities and deepen knowledge. This session will be the fourth event of the Data Management workstream, following its launch at a side event of the UN Statistical Commission, a conference in Geneva and an event in Basel, Switzerland. Organiser: Vjollcan Simoni Chair: Manuela Lenk  Panellist: Georges-Simon Ulrich  Panellist: Urmet Lee  Panellist: Tiina Luige Panellist: Tom Dufour",https://www.isi2023.org/conferences/session/384/details/
 17 July 2023,Monday,14:00,15:40,IPS 192 - Advancing environmental statistics through online collaborative groups,IPS Room 101,Category: IPS,"Explainability in AI Models for Environmental Data Science, and Lessons Learned for Collaborative Working Groups;Fast Gaussian Processes for Bayesian non-parametric inference:  How smooth is your latent process?;Collaborative Groups for Modeling Mosquito Abundance Dynamics and Malaria Case Fluctuations in Remote Amerindian Regions","
                WB
                 Dr Wesley Burr ;
                SS
                 Dr Susan J. Simmons;
                MW
                 Dr Matthew Wayne Wheeler ;
                MP
                 Monica Pirani;
                WB
                 Wesley Burr;
                LB
                 Prof. Lelys I. Bravo de Guenni ","Over the 2021-2022 academic year, the International Environmetrics Society created three virtual working groups to further advancements in environmental statistics, with the overall aim of improving networking and creative collaboration across its members. The focus of these working groups was in the areas of (i) Bayesian methods for complex environmental systems, (ii) Bayesian modeling to apportion ultra-fine particles into their sources, and (iii) AI in environmental statistics. These working groups have made not only significant contributions, which are highlighted in this session, but also represent a successful example of virtual collaboration for making science.   Title: Mixed Bayesian compressed regression for multivariate models for large correlated geospatial data-sets 
Abstract: Modeling complex high-dimensional geostatistical data presents many computational challenges, which has led to substantive algorithmic developments, beyond the possible need for high-performance computing. Even with these developments, the challenges for model fitting and inference handling multivariate inference, especially within a Bayesian statistical framework, are still substantial. Here, we offer an extension of the efficient new sampling algorithm developed by Moran and Weller (2022), named as Fast Increased Fidelity Approximate Gaussian Process (FIFA-GP), to multivariate spatial data observed at fixed locations of a region. This algorithm takes advantage of $\mathcal{H}$-matrices approximation of the matrices comprising the GP posterior covariance, and allows to move from a cubic complexity to a near linear complexity. We demonstrate the scalability of the proposed approach using synthetic data as well as existing geospatial ecological data. Title: A novel Bayesian framework for source apportionment of particle number size distribution 
Abstract: The increase in health risk due to particle pollution exposure is a constant concern for society. Particulate Matter (PM) is a combination of different components from multiple sources. The identification of those sources is of vital importance to generate effective air pollution-health policies and regulations. In this work, we present a flexible statistical approach to apportion air pollution particles into their sources. While factor analysis, and particularly Positive Matrix Factorization (PMF), might be the usual approach to this problem, we propose a novel Bayesian modelling framework to overcome the limitations that these traditional models have. Indeed, we modelled source contribution with a Dirichlet process, which allowed us to estimate the number of components that contribute to the particle concentration rather than fixing it. This allowed us to identify latent sources without needing to specify their number a priori. Furthermore, we extended the DP framework by allowing dependence from meteorological variables like wind speed and wind direction, while also smoothing the process using a flexible Gaussian kernel. We applied our method for Particle Number Size Distribution (PNSD) data time series gathered near London Gatwick Airport (UK) in 2019. The results exhibited the effectiveness of our proposed approach to identify the expected sources as well as new ones not previously identified by other methodologies.  Title: Explainable AI, Uncertainty, and Environmental Modeling 
Abstract: Statisticians, grounded as they are in the core problems of uncertainty quantification and inference, have had historic issues with machine learning and deep neural network models due to their limited access to the same. In this talk, we will review the key findings of these explorations, including both results for explainability of model-input importance, and coverage and performance of uncertainty quantified model outputs, both in the context of environmental modeling problems. Organiser: Prof. Susan J. Simmons  Chair: Prof. Susan J. Simmons  Speaker: Dr Wesley Burr  Speaker: Dr Matthew Wayne Wheeler  Speaker: Melanie Meis  Discussant: Prof. Lelys Bravo de Guenni  ",https://www.isi2023.org/conferences/session/391/details/
 17 July 2023,Monday,14:00,15:40,IPS 206 - Use of administrative data in censuses,IPS Room 215,Category: IPS,Combined Census Research in Canada: 2021 Census of Population Statistical Contingency Plan;Development of a Smart Address Register for the 2021 Census in Northern Ireland;Use of Administrative Data in the 2021 Census in England and Wales;Usage of Administrative Record Modeling in the United States 2020 Decennial Census;Lithuanian 2021 Population and Housing Census based on Administrative data sources: challenges and possibilities,"
                GH
                 Ms Georgina House ;
                SF
                 Sandy Fitzpatrick ;
                CG
                 Ms Cal Ghee ;
                VM
                 Mr Vincent Mule ;
                IM
                 Dr Inga Masiulaityte-Sukevic ","The presentations will describe what each country did in their recent census, what innovations and contingencies they were able to implement. As we move forward, we are all considering what lessons we have learned. We are looking at how these can be put to best use in developing and transforming the way that our censuses are implemented in the future, and how other countries’ census journeys can benefit from them.   Organiser: Mrs Cal Ghee  Chair: Francesca Kay Speaker: Andrew.D.Keller Speaker: Ms Georgina House  Speaker: Mrs Cal Ghee  Speaker: Dr Inga Masiulaityte-Sukevic",https://www.isi2023.org/conferences/session/396/details/
 17 July 2023,Monday,14:00,15:40,IPS 210 - Benefits of national statistical societies and national statistical office collaborating,IPS Room 102,Category: IPS,Benefits of NSS and NSO cooperation;The statistical society as a critical friend of official statistics: working together for the public good;Collaboration of Statistical Office with Academia in Albania,"
                CJ
                 Dr Carlos M. Jarque ; Mr Roeland Alexander Beerten ;
                ED
                 Dr Elsa Dhuli ","A session designed to discuss the benefits for both national statistical societies and national statistical offices of close collaboration between the two. The presenters will speak from their own experience of academic/ official statistician collaboration. Benefits from an NSO perspective: · An outside critique – a ‘critical friend’
· A platform to discuss official statistical issues outside the ‘official’ framework
· A champion with the public and with government
· A source of additional expertise Benefits from an NSS perspective:
· Influence over official statistics direction and policy
· A source of members and activities
· Highlight the relevance of the society and statistics in public policy The discussant will bring the contributions together at the end, bringing out some common themes. Organiser: Mr Stephen Penneck  Speaker: Roeland Beerten  Speaker:Elsa Dhuli Speaker: Carlos Jarque Speaker: Ron Wasserstein Discussant:Denise Lievesley",https://www.isi2023.org/conferences/session/398/details/
 17 July 2023,Monday,14:00,15:40,"IPS 221 - Statistical evidence: Bayes, likelihood, frequentist and game-theoretic viewpoints",IPS Room 213,Category: IPS,"Evidence changes beliefs and measuring change in beliefs measures evidence;Measuring statistical evidence in genetics;On priors that assign infinitesimal mass and the resolution of longstanding, open problems in statistical decision theory","
                ME
                 Prof. Michael Evans ;
                LS
                 Prof. Lisa Strug ;
                DR
                 Prof. Daniel Roy ","Given data, central issues that any theory of statistical inference has to handle, concerning a quantity of interest 
prescribed by the application, are the following:  (i) What does the evidence in the data say is the best choice of a value for a quantity of interest (estimation)? 
(ii) Does a quantity of interest take a particular value (hypothesis assessment)? 
(iii) Furthermore, any such theory should also say something about how strong the evidence is. Just as an estimate 
      without an assessment of its accuracy is useless, hypothesis assessment calls for the quantification of evidential strength.  Given the centrality of the evidence it seems natural that a characterization of how statistical evidence is to be measured 
should play a primary role in determining the theory of inference. The purpose of this session is to consider recently developed 
approaches to the development of a theory of statistical inference that include an explicit characterization of how statistical 
evidence is to be measured. Such a theory has the potential to remove many of the ambiguities/paradoxes that currently cause 
problems for the application of statistical methodology. Organiser: Prof. Michael Evans  Chair: Michael Evans  Speaker: Prof. Lisa Strug  Speaker: Prof. Daniel Roy  Speaker: Prof. Michael Evans ",https://www.isi2023.org/conferences/session/378/details/
 17 July 2023,Monday,14:00,15:40,IPS 228 - Building Bridges: data fellowships + data skills = international data literacy,IPS Room 103,Category: IPS,Developing a future pipeline of applied social researchers through experiential learning:  the case of a data fellows programme;How Online Training Events are Supporting the Development of Quantitative Data Skills in SHAPE students: a case study from the UK Data Service;Statistical Fluency 2.0: A Hands-On Journey in Social Sciences Education,"
                JC
                 Prof. Jackie Carter ;
                VH
                 Dr Vanessa Higgins ; Dr Rafael Alberto Méndez-Romero ","This session will explore innovative approaches to show how we can inspire and support students who have the capability to enter statistical professions and data careers. Through three short presentations we will introduce a successful data fellowship work placement model that has been developed at the University of Manchester in the UK, discuss the impact on students of engaging with online Data Skills learning resources delivered through the UK Data Service, and describe how we are working collaboratively with colleagues in Latin America through the EmpoderaData project to support both social science and STEM undergraduates to develop their data literacy. The session will showcase the three separate but inter-related initiatives and draw on qualitative feedback from data fellows and online learners to evidence the impact of the programmes. We hope to stimulate discussion about how others can learn from our experiences, and create opportunities to collaborate with us and build an international data literacy community.  Professor Jackie Carter (Professor of Statistical Literacy, University of Manchester, UK) is author of the book 'Work placements, internships and applied social research"" (2021) published by Sage. She has received numerous teaching awards for her data fellowship programme, case studies of which feature in the book. She authored the paper Developing a future pipeline of applied social researchers through experiential learning: the case study of a data fellows programme. Statistical Journal of the IAOS, vol 37, no. 3, pp. 935-950, 2021 and is presenting at the international conference ""Bridges Between Disciplines: Gender in STEM and Social Sciences"" in Sept 2022. Her current research entails gathering narratives from former data fellows who are now in data professions and she will bring this insight to the conference session.  Dr Vanessa Higgins (Director of Training, UK Data Service, University of Manchester) has a passion for data skills training, having spent twenty years working in this field. In her current role she leads a national programme of data skills training for social science researchers. She has published numerous journal articles in the topic of data literacy, she has led on cross-European social science data skills training projects, and she was co-investigator on the EmpoderaData project which explored data skills training in Brazil, Colombia and Mexico. Vanessa holds a PhD in Social Statistics and she has used a wide variety of data and statistical methods in her research. She previously worked at the Office for National Statistics as a social survey researcher. Dr Rafael Alberto Mendez Romero is the Academic Director and Vice Provost for Academic Affairs, Universidad del Rosario, Colombia. He is a Researcher in Technology, Engineering, Science and Mathematics (TICMA) in the School of Engineering, Science and Technology All three presenters are co-authors on EmpoderaData: Sharing a successful work placement data skills training model within Latin America, to develop capacity to deliver the SDGs. Statistical Journal of the IAOS, vol 37, no 3, pp 1009-1021, 2021 This session will explore innovative approaches to show how we can inspire and support undergraduate students from different subject backgrounds who have the capability to enter statistical professions and data careers. We present two innovative data literacy initiatives in the UK and introduce a project that is working across Latin America to extend the reach of the ‘lessons learned’ on developing data literacy through these two activities. We focus on building bridges between disciplines, STEM and Social Sciences, to develop data literacy skills training, and experiential learning, that can lead to careers in data professions. Whilst the focus of the paper is on education and training, the context of the findings is grounded in data careers and describes how universities can and are developing courses and skills, in different subject areas, to develop a talent pipeline for these careers.  In UK higher education an ambitious £19.5m initiative – called Q-Step – designed to create a step-change in developing quantitative research skills in the social sciences ran from 2013-2021. The Data Fellows programme developed by one UK university (University of Manchester) that participated in the Q-Step programme has enabled 330 social science undergraduates – Data Fellows – to complete paid work placements, undertaking data-driven research projects in industry. We describe the model and the analytical, research and professional skills frameworks developed to evaluate the outcomes (Carter, 2021). The Data Fellows programme was designed to be inclusive; 70% have been female, and 25% from historically under-represented groups. All Data Fellows have studied pre-requisite data analysis courses. The fellowships enable them to put their classroom learning into practice in the workplace.  Drawing on Data Fellows' own reflections, we present case studies about how the fellowship assisted them to find employment in data careers. We evidence how experiential learning through Data Fellowships can provide a catalyst to enter and flourish in data careers. Moreover, we show how by addressing inclusivity through the programme design we can create a more diverse talent pipeline. Attention will be given to the skills taught at university as well as the skills requested by data careers professionals to attract data literate graduates into their organisations, across multiple sectors and job roles.   The UKDS (UK Data Service) provides a suite of online Data Skills training which is open to all and free to access. We further present emerging findings from a qualitative research project that explores how students are participating in these online data skills training to enhance their data literacy, and exploring the impact that these resources have on their learning.   This session will critically discuss the outcomes of the Data Fellows and Data Skills programmes and show how, through the EmpoderaData project, the authors are bringing the findings to an international audience. Through working collaboratively with colleagues in Latin America we are building bridges between Social Science training for data literacy, online training for Data Skills and engaging STEM undergraduates to develop their data literacy in applied social contexts. Organiser: Prof. Jackie Carter  Chair: Prof. Natalie Shlomo  Speaker: Prof. Jackie Carter  Speaker: Dr Vanessa Higgins ",https://www.isi2023.org/conferences/session/380/details/
 17 July 2023,Monday,14:00,15:40,IPS 231 - Promoting Statistical Literacy in Africa through Blended Learning using Digital Based Platform,IPS Room 205,Category: IPS,Implementation Strategies and Possible Obstacles to blended learning Design for Statistics Courses,"
                DO
                 Dr Dorcas Modupe Okewole ; Mr Peter Ohue; Ayobami Fadilat Gboyega","Description There has been a paradigm shift in the use and evaluation of pedagogical skills of learners and teachers with reference to the recent pandemic. Learning has gone beyond mere memorization of facts to practical application, including but not limited to effective communication, problem solving, creative thinking and building team work. The idea is that, there is a blend of face-to-face learning and on-line learning which is driven by technology and its tools. Hybrid learning (a fancy name for blended learning) creates a platform for learners to utilize digital tools with a lot of malleability. This learning concept is currently changing its meaning with external environment and time; with major concepts; such as combination of diverse teaching methods to produce optimal learning outcomes through various teaching techniques; integrating multiple networked technologies (such as classrooms, collaborative learning, real-time virtual self-paced learning, streaming video, audio, and text) to achieve educational goals. This also includes mixing instructional technologies with real work tasks to ensure consistency between learning and work; and synergistically combining various instructional technologies (e.g., video and movies) with face-to-face teacher-led education (Qianqian Xie et al., 2021). Blended learning has the capacity to boost the experience of learners by promoting both virtual and physical learning domains. With regards to statistical literacy, what exactly is blended learner? What are the digital tools for delivering online learning? How far have schools in Africa incorporated blended learning into their syllabuses? What is the cost benefit compared to the classical methods of learning? What are the main challenges and the opportunities that this provides? In the light of the pandemic, how should government and educational administrators revise their curriculum in order to maximize the gains from the use of technological tools? This is a major factor that contributes to economic growth and development and should be of interest to institutions, international organizations, and members of the academia, sponsors and professional bodies. This IPS session is intended to dwell on the different ways of achieving blended learning as a means of improving statistical literacy in Africa. Four speakers from different universities in Africa will speak on how blended learning has been implemented and how much impact it has had on academic performance with a focus on statistics programmes in their respective institutions.   Justification Covid-19 pandemic and the aftermath have reinforced the need to further incorporate the efficient utilization of digital tools. There are threats to incorporating blended learning as a result of the negative disposition of a few critical stakeholders. If this trend is not addressed, the gains from adopting blended learning may not be actualized. A combination of virtual and in-person learning complement each other and it is expected that significant value should be added to learners’ experience; because hybrid learning makes it possible for students to determine the pace of learning. Literature shows that the rate of failure has significantly reduced and learning has been reportedly become more interactive and enjoyable. In terms of model, there are four models of blended learning (see https://www.panopto.com/blog/4-models-of-blended-learning/). With the hype about big data analytics and the opportunities provided by social media platforms, it is important to seek for ways to improve analytical and programming skills of graduating statistics students. In addition, Learning Management Systems (LMS) and Massive Open and Online Courses (MOOC) are huge resources and platforms for statistical learning. The cost benefit of engaging in a hybrid format of learning is another motivation for this proposal. The robustness of this approach will be tested in comparison to other alternative approaches. Organiser:Mr Peter Ohue  Chair:Prof. Olusanya E. Olubusoye  Speaker:Faustina Agordah  Speaker:Sofia Bourhim  Speaker:Oluyemi Adewole Okunlola  Discussant: Olalekan Akintande ",https://www.isi2023.org/conferences/session/308/details/
 17 July 2023,Monday,14:00,15:40,IPS 240 - Central bank statistics re-branding and purpose-driven communication,IPS Room 104,Category: IPS,Visualising higher frequency economic indicators from unconventional sources using BI tool;BPstat: speaking official statistics with a stronger brand voice;How Bank Indonesia Communicate its Monetary Policy During COVID-19 Period;Communication with reporting agents and lowering the reporting burden – the ESCB Integrated Reporting Framework IReF,"
                EC
                 Ms Eilyn Yee Lin Chong ;
                LN
                 Lígia Maria Nunes ;
                VD
                 Ms Vita Rosiana Dewi ;
                DD
                 Ms Dominique Durant ;
                DD
                 Dominique Durant","During the last years, central banks have been recognizing the importance of making their statistics more understandable by the public at large. Although some efforts have been done to reach new users and to increase trust in official statistics, central banks need to rethink their strategic positioning in this context. They should shift the purpose of statistical communication from a tool to support statistical dissemination to one that adds meaningful contributions to society. This session will provide an opportunity to share experiences from central banks that have created new fresh ways of communicating statistics (content, channels, partnerships or engagement strategies) and how these new initiatives created value to society as a whole or to specific target groups. Organiser: Mr Bruno Tissot  Chair: Mr Luís Teles Dias  Speaker: Vita Rosiana Dewi  Speaker: Dominque Durant Speaker: Lígia Maria Nunes  Speaker: Ms Eilyn Yee Lin Chong ",https://www.isi2023.org/conferences/session/388/details/
 17 July 2023,Monday,14:00,15:40,IPS 241 - Rethinking data governance in official statistics: the central banks’ experience,IPS Room 209,Category: IPS,The Integrated Economic Accounts in R: The Role of Open-Source Technology in Modernising and Enhancing Official Statistics Workflows;The future speaks data - rethinking data governance and management in central banks; the challenges of creating a Data Office;From Data Management to Data Governance: Experience of the Reserve Bank of India;Have you thought about data governance? Think again. Think better.,"
                WB
                 Mr Wian Boonzaaier ;
                BF
                 Björn Fischer ;
                AD
                 Ms Archana Dilip ;
                Md
                 Maria do Carmo Moreno ","The data revolution brings new challenges. Once data silos are broken and data is perceived as a common good, proper governance must apply. Which data governance models ensure high data quality and leverage innovation? In this session, we would like to ear experiences about data governance initiatives: scope, principles adopted, practical implementation, main challenges or “best practices”.
  Organiser: Mr Bruno Tissot  Chair: Silke Stapel-Weber  Speaker: Maria do Carmo Moreno             Speaker: Björn Fischer  Speaker: Wian Boonzaaier  Speaker: Ms Archana Dilip ",https://www.isi2023.org/conferences/session/387/details/
